EmployeeNumber,Gender,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,HourlyRate,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1026,Female,39,No,Travel_Rarely,Research & Development,1,Life Sciences,4,65,Manufacturing Director,4,Married,12742,1,No,16,3,21,3,3,21,6,11,8
1027,Female,27,No,Travel_Rarely,Research & Development,2,Life Sciences,1,47,Manufacturing Director,4,Married,4227,0,No,18,3,4,2,3,3,2,2,2
1028,Male,35,No,Travel_Rarely,Research & Development,10,Other,2,45,Laboratory Technician,4,Divorced,3917,1,No,20,4,3,4,2,3,2,1,2
1029,Male,42,No,Travel_Rarely,Sales,5,Marketing,4,90,Manager,3,Married,18303,6,No,13,3,21,3,4,1,0,0,0
1030,Male,50,No,Travel_Rarely,Research & Development,9,Life Sciences,1,64,Laboratory Technician,4,Married,2380,4,No,18,3,8,5,3,1,0,0,0
1032,Female,59,No,Travel_Rarely,Research & Development,2,Life Sciences,3,69,Manufacturing Director,4,Single,13726,3,Yes,13,3,30,4,3,5,3,4,3
1033,Female,37,Yes,Travel_Rarely,Research & Development,11,Medical,1,61,Healthcare Representative,2,Married,4777,5,No,15,3,15,2,1,1,0,0,0
1034,Male,55,No,Travel_Frequently,Research & Development,18,Medical,3,62,Healthcare Representative,2,Married,6385,3,Yes,14,3,17,3,3,8,7,6,7
1035,Female,41,No,Non-Travel,Research & Development,7,Life Sciences,2,55,Research Director,3,Divorced,19973,1,No,22,4,21,3,3,21,16,5,10
1036,Male,38,No,Travel_Rarely,Sales,3,Life Sciences,2,42,Sales Executive,4,Single,6861,8,Yes,12,3,19,1,3,1,0,0,0
1037,Male,26,Yes,Non-Travel,Sales,29,Medical,2,79,Sales Executive,1,Single,4969,8,No,18,3,7,6,3,2,2,2,2
1038,Female,52,Yes,Travel_Rarely,Sales,2,Marketing,1,57,Manager,4,Married,19845,1,No,15,3,33,3,3,32,14,6,9
1039,Female,44,No,Travel_Rarely,Sales,28,Medical,4,53,Sales Executive,4,Married,13320,3,Yes,18,3,23,2,3,12,11,11,11
1040,Female,50,No,Non-Travel,Sales,1,Life Sciences,4,95,Sales Executive,3,Married,6347,0,No,12,3,19,3,3,18,7,0,13
1042,Female,36,Yes,Travel_Rarely,Research & Development,16,Life Sciences,3,43,Laboratory Technician,1,Single,2743,1,No,16,3,18,1,3,17,13,15,14
1043,Female,39,No,Travel_Frequently,Research & Development,22,Medical,4,82,Manufacturing Director,1,Single,10880,1,Yes,13,3,21,2,3,21,6,2,8
1044,Female,33,No,Non-Travel,Sales,8,Life Sciences,2,88,Sales Representative,4,Single,2342,0,No,19,3,3,2,2,2,2,2,2
1045,Female,45,No,Travel_Rarely,Sales,11,Life Sciences,4,90,Manager,4,Married,17650,3,No,13,3,26,4,4,9,3,1,1
1046,Female,32,No,Non-Travel,Research & Development,29,Medical,4,69,Laboratory Technician,3,Single,4025,9,No,12,3,10,2,3,8,7,7,7
1047,Male,34,No,Travel_Rarely,Sales,1,Marketing,2,75,Sales Executive,4,Divorced,9725,0,No,11,3,16,2,2,15,1,0,9
1048,Male,59,No,Travel_Rarely,Sales,1,Technical Degree,2,66,Manager,4,Married,11904,3,Yes,14,3,14,1,1,6,4,0,4
1049,Male,45,No,Travel_Rarely,Human Resources,24,Medical,2,36,Human Resources,2,Single,2177,1,No,16,3,6,3,3,6,3,0,4
1050,Female,53,No,Travel_Frequently,Sales,2,Marketing,3,38,Sales Executive,2,Married,7525,2,No,12,3,30,2,3,15,7,6,12
1052,Male,36,Yes,Travel_Rarely,Research & Development,15,Other,1,81,Laboratory Technician,3,Divorced,4834,7,No,14,3,9,3,2,1,0,0,0
1053,Male,26,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,57,Research Scientist,1,Married,2042,6,Yes,14,3,6,2,3,3,2,1,2
1055,Female,34,No,Travel_Rarely,Sales,10,Life Sciences,3,87,Sales Representative,3,Married,2220,1,Yes,19,3,1,2,3,1,1,0,0
1056,Male,28,No,Travel_Rarely,Sales,10,Medical,4,74,Sales Representative,2,Married,1052,1,No,22,4,1,5,3,1,0,0,0
1060,Male,38,No,Travel_Frequently,Research & Development,3,Other,3,44,Research Scientist,3,Married,2821,3,No,16,3,8,2,3,2,2,2,2
1061,Male,50,No,Travel_Rarely,Research & Development,2,Medical,2,62,Research Director,3,Married,19237,2,Yes,11,3,29,2,2,8,1,7,7
1062,Female,37,No,Travel_Rarely,Research & Development,3,Other,4,35,Healthcare Representative,2,Single,4107,3,No,15,3,8,3,2,4,3,0,1
1066,Male,40,No,Travel_Rarely,Sales,26,Marketing,3,74,Sales Executive,1,Married,8396,1,No,14,3,8,3,2,7,7,7,5
1068,Female,26,No,Travel_Frequently,Research & Development,1,Medical,1,66,Research Scientist,3,Divorced,2007,1,No,13,3,5,5,3,5,3,1,3
1069,Male,46,No,Travel_Rarely,Research & Development,1,Medical,4,40,Research Director,4,Divorced,19627,9,No,17,3,23,0,3,2,2,2,2
1070,Female,54,No,Travel_Rarely,Sales,2,Life Sciences,3,41,Sales Executive,3,Married,10686,6,No,11,3,13,4,3,9,4,7,0
1071,Female,56,No,Travel_Frequently,Research & Development,9,Medical,1,63,Research Scientist,3,Married,2942,2,No,19,3,18,4,3,5,4,0,3
1073,Female,36,No,Travel_Rarely,Research & Development,12,Medical,4,51,Manufacturing Director,4,Single,8858,0,No,11,3,15,2,2,14,8,7,8
1074,Male,55,No,Non-Travel,Research & Development,2,Medical,3,40,Manager,1,Single,16756,7,No,15,3,31,3,4,9,7,6,2
1076,Male,43,No,Travel_Rarely,Sales,25,Medical,3,79,Sales Executive,4,Divorced,10798,5,No,13,3,18,5,3,1,0,0,0
1077,Female,20,Yes,Travel_Frequently,Sales,9,Marketing,4,54,Sales Representative,4,Single,2323,1,Yes,14,3,2,3,3,2,2,0,2
1079,Female,21,Yes,Travel_Rarely,Research & Development,10,Life Sciences,3,36,Laboratory Technician,1,Single,1416,1,No,13,3,1,6,2,1,0,1,0
1080,Female,46,No,Travel_Rarely,Research & Development,8,Life Sciences,4,74,Research Scientist,1,Divorced,4615,8,Yes,23,4,19,2,3,16,13,1,7
1081,Male,51,Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,34,Research Scientist,3,Married,2461,9,Yes,12,3,18,2,4,10,0,2,7
1082,Male,28,Yes,Non-Travel,Research & Development,24,Technical Degree,2,72,Healthcare Representative,1,Single,8722,1,No,12,3,10,2,2,10,7,1,9
1083,Male,26,No,Travel_Rarely,Research & Development,1,Medical,1,59,Laboratory Technician,1,Married,3955,1,No,16,3,6,2,3,5,3,1,3
1084,Male,30,No,Travel_Rarely,Research & Development,20,Other,3,85,Manufacturing Director,1,Married,9957,0,No,15,3,7,1,2,6,2,0,2
1085,Female,41,No,Travel_Rarely,Research & Development,7,Technical Degree,2,43,Research Scientist,3,Married,3376,1,No,13,3,10,3,3,10,6,0,8
1088,Female,38,No,Travel_Rarely,Research & Development,17,Life Sciences,3,65,Healthcare Representative,3,Married,8823,0,No,18,3,20,4,2,19,9,1,9
1092,Male,40,No,Travel_Rarely,Research & Development,20,Technical Degree,1,61,Healthcare Representative,4,Married,10322,4,No,20,4,14,6,3,11,10,11,1
1094,Male,27,No,Non-Travel,Research & Development,8,Life Sciences,1,87,Laboratory Technician,3,Married,4621,1,No,19,3,3,4,3,3,2,1,2
1096,Male,55,No,Travel_Frequently,Research & Development,2,Life Sciences,4,65,Manufacturing Director,2,Married,10976,3,No,18,3,23,4,3,3,2,1,2
1097,Female,28,No,Travel_Rarely,Research & Development,10,Other,3,59,Research Scientist,3,Single,3660,3,No,13,3,10,4,4,8,7,1,7
1098,Male,44,Yes,Travel_Rarely,Human Resources,1,Medical,2,91,Human Resources,1,Married,10482,9,No,14,3,24,1,3,20,6,3,6
1099,Male,33,No,Travel_Rarely,Research & Development,5,Life Sciences,4,34,Healthcare Representative,4,Divorced,7119,4,No,15,3,9,2,3,3,2,1,2
1100,Male,35,Yes,Travel_Rarely,Sales,4,Technical Degree,4,86,Sales Executive,1,Single,9582,0,Yes,22,4,9,2,3,8,7,4,7
1101,Female,33,Yes,Travel_Frequently,Research & Development,29,Medical,1,54,Research Scientist,3,Single,4508,1,No,22,4,14,4,3,13,7,3,8
1102,Male,28,No,Travel_Rarely,Research & Development,15,Life Sciences,1,50,Laboratory Technician,3,Divorced,2207,1,No,16,3,4,5,2,4,2,2,2
1103,Male,34,No,Travel_Frequently,Research & Development,3,Life Sciences,1,45,Healthcare Representative,4,Single,7756,0,No,17,3,7,1,2,6,2,0,4
1105,Female,37,No,Travel_Rarely,Sales,10,Life Sciences,4,88,Sales Executive,4,Divorced,6694,2,Yes,14,3,8,5,3,1,0,0,0
1106,Male,25,Yes,Travel_Rarely,Research & Development,4,Technical Degree,4,32,Laboratory Technician,4,Married,3691,1,Yes,15,3,7,3,4,7,7,5,6
1107,Male,26,Yes,Travel_Rarely,Research & Development,21,Medical,1,37,Laboratory Technician,3,Divorced,2377,1,No,20,4,1,0,2,1,1,0,0
1108,Male,33,Yes,Travel_Rarely,Research & Development,25,Medical,1,55,Research Scientist,2,Single,2313,4,Yes,20,4,5,0,3,2,2,2,2
1109,Male,42,No,Travel_Rarely,Research & Development,2,Medical,4,35,Manager,1,Married,17665,0,No,17,3,23,3,3,22,6,13,7
1111,Male,28,Yes,Travel_Frequently,Research & Development,1,Medical,1,45,Laboratory Technician,2,Divorced,2596,1,No,15,3,1,2,3,1,0,0,0
1113,Male,50,Yes,Travel_Frequently,Sales,1,Other,4,81,Sales Executive,3,Single,4728,3,Yes,14,3,5,4,3,0,0,0,0
1114,Female,33,No,Travel_Frequently,Sales,7,Life Sciences,4,30,Sales Executive,2,Married,4302,0,No,17,3,4,3,3,3,2,0,2
1115,Male,34,No,Non-Travel,Research & Development,3,Life Sciences,3,40,Research Scientist,4,Married,2979,3,No,17,3,6,2,3,0,0,0,0
1116,Male,48,No,Non-Travel,Research & Development,1,Medical,1,35,Manager,4,Single,16885,2,No,22,4,27,3,2,5,4,2,1
1117,Female,45,No,Non-Travel,Sales,9,Life Sciences,2,65,Sales Executive,3,Married,5593,1,No,13,3,15,2,3,15,10,4,12
1118,Male,52,No,Travel_Rarely,Research & Development,7,Life Sciences,2,87,Healthcare Representative,2,Single,10445,7,No,19,3,18,4,3,8,6,4,0
1119,Male,38,No,Travel_Rarely,Sales,10,Marketing,3,73,Sales Executive,3,Divorced,8740,0,Yes,14,3,9,2,3,8,7,2,7
1120,Female,29,No,Travel_Rarely,Research & Development,28,Life Sciences,3,93,Research Scientist,4,Divorced,2514,4,No,22,4,11,1,3,7,5,1,7
1121,Female,28,No,Travel_Rarely,Research & Development,3,Medical,4,93,Manufacturing Director,2,Divorced,7655,0,No,17,3,10,3,2,9,7,1,7
1124,Male,46,No,Travel_Rarely,Sales,3,Marketing,1,52,Manager,3,Married,17465,3,No,12,3,23,3,3,12,9,4,9
1125,Male,38,No,Travel_Rarely,Sales,2,Marketing,4,32,Sales Executive,2,Single,7351,7,No,16,3,10,2,3,1,0,0,0
1126,Female,43,No,Travel_Frequently,Research & Development,27,Life Sciences,3,83,Manufacturing Director,1,Married,10820,8,No,11,3,18,1,3,8,7,0,1
1127,Male,39,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,84,Healthcare Representative,4,Divorced,12169,7,No,11,3,21,4,3,18,7,11,5
1128,Male,40,No,Travel_Rarely,Research & Development,14,Medical,3,44,Research Director,3,Single,19626,1,No,14,3,21,2,4,20,7,4,9
1131,Female,21,No,Travel_Rarely,Research & Development,1,Technical Degree,4,70,Research Scientist,2,Single,2070,1,Yes,11,3,2,6,4,2,2,2,2
1132,Male,39,No,Non-Travel,Research & Development,9,Life Sciences,3,70,Laboratory Technician,2,Single,6782,9,No,15,3,9,2,2,5,4,0,3
1133,Male,36,No,Non-Travel,Research & Development,18,Life Sciences,1,78,Manufacturing Director,4,Single,7779,2,No,20,4,18,0,3,11,9,0,9
1135,Male,31,No,Travel_Frequently,Sales,20,Life Sciences,3,67,Sales Representative,4,Married,2791,0,No,12,3,3,4,3,2,2,2,2
1136,Male,28,No,Travel_Rarely,Research & Development,2,Life Sciences,1,67,Research Scientist,2,Married,3201,0,No,17,3,6,2,1,5,3,0,4
1137,Male,35,No,Travel_Frequently,Sales,11,Marketing,4,54,Sales Executive,4,Divorced,4968,1,No,11,3,5,3,3,5,2,0,2
1138,Male,49,No,Travel_Rarely,Sales,8,Technical Degree,4,56,Sales Executive,2,Married,13120,6,No,17,3,22,3,3,9,8,2,3
1140,Male,34,No,Travel_Frequently,Research & Development,2,Life Sciences,4,95,Manufacturing Director,3,Single,4033,2,No,11,3,5,3,2,3,2,0,2
1143,Female,29,No,Travel_Frequently,Research & Development,10,Life Sciences,4,61,Research Scientist,2,Divorced,3291,0,No,14,3,8,2,2,7,5,1,1
1148,Male,42,No,Travel_Rarely,Research & Development,29,Medical,2,56,Laboratory Technician,4,Single,4272,4,No,19,3,16,3,3,1,0,0,0
1150,Male,29,No,Travel_Rarely,Research & Development,8,Medical,2,79,Manufacturing Director,4,Married,5056,1,Yes,15,3,10,2,2,10,7,1,2
1152,Male,38,No,Travel_Rarely,Human Resources,1,Human Resources,3,37,Human Resources,3,Married,2844,1,No,13,3,7,2,4,7,6,5,0
1154,Male,28,No,Travel_Frequently,Research & Development,6,Life Sciences,3,39,Research Scientist,3,Divorced,2703,1,Yes,14,3,3,2,3,3,1,0,2
1156,Male,18,Yes,Non-Travel,Research & Development,8,Medical,3,80,Laboratory Technician,3,Single,1904,1,No,12,3,0,0,3,0,0,0,0
1157,Female,33,Yes,Travel_Rarely,Sales,9,Marketing,1,77,Sales Executive,1,Single,8224,0,Yes,17,3,6,3,3,5,2,0,3
1158,Male,41,No,Travel_Rarely,Research & Development,12,Life Sciences,2,46,Laboratory Technician,4,Married,4766,3,Yes,11,3,6,4,3,1,0,0,0
1160,Male,31,Yes,Travel_Frequently,Research & Development,15,Medical,3,72,Laboratory Technician,3,Married,2610,1,No,12,3,2,5,2,2,2,2,2
1161,Female,37,No,Travel_Rarely,Research & Development,25,Medical,3,52,Healthcare Representative,4,Divorced,5731,7,No,13,3,9,2,3,6,2,1,3
1162,Male,27,No,Travel_Rarely,Research & Development,6,Life Sciences,4,55,Research Scientist,3,Married,2539,1,No,13,3,4,0,3,4,2,2,2
1163,Female,34,No,Travel_Rarely,Sales,9,Life Sciences,2,70,Sales Executive,3,Married,5714,1,No,20,4,6,3,2,6,5,1,3
1164,Male,35,No,Travel_Rarely,Human Resources,8,Technical Degree,3,100,Human Resources,3,Single,4323,1,No,17,3,6,2,1,5,4,1,4
1165,Female,29,Yes,Travel_Rarely,Sales,23,Life Sciences,4,45,Sales Executive,1,Married,7336,1,No,13,3,11,3,1,11,8,3,10
1166,Female,40,No,Travel_Frequently,Research & Development,9,Medical,2,88,Research Director,3,Single,13499,9,No,17,3,20,3,2,18,7,2,13
1167,Male,42,Yes,Travel_Frequently,Sales,12,Life Sciences,3,44,Sales Executive,1,Single,13758,0,Yes,12,3,22,2,2,21,9,13,14
1171,Male,42,No,Travel_Rarely,Sales,4,Marketing,2,45,Sales Executive,1,Single,5155,7,No,13,3,9,3,4,6,4,1,5
1172,Male,35,No,Travel_Rarely,Research & Development,1,Medical,4,58,Laboratory Technician,3,Married,2258,6,No,12,3,10,2,3,8,0,1,7
1173,Male,24,No,Travel_Rarely,Research & Development,24,Medical,4,49,Laboratory Technician,2,Single,3597,8,No,22,4,6,2,3,4,3,1,2
1175,Female,28,Yes,Travel_Rarely,Research & Development,12,Life Sciences,3,79,Laboratory Technician,4,Married,2515,1,Yes,11,3,1,4,2,1,1,0,0
1177,Male,26,No,Travel_Rarely,Research & Development,3,Medical,1,82,Laboratory Technician,4,Married,4420,1,No,22,4,8,2,3,8,7,0,7
1179,Male,30,No,Travel_Rarely,Sales,10,Marketing,3,72,Sales Executive,3,Married,6578,1,No,18,3,10,3,3,10,3,1,4
1180,Female,40,No,Travel_Frequently,Research & Development,26,Medical,3,92,Research Scientist,4,Married,4422,3,Yes,13,3,16,3,1,1,1,0,0
1182,Male,35,No,Travel_Rarely,Research & Development,2,Life Sciences,3,44,Manufacturing Director,2,Divorced,10274,2,No,18,3,15,2,4,7,7,6,4
1184,Male,34,No,Travel_Frequently,Research & Development,1,Medical,4,97,Healthcare Representative,1,Single,5343,0,No,20,4,14,3,3,13,9,4,9
1185,Male,35,No,Travel_Frequently,Research & Development,4,Other,4,47,Laboratory Technician,4,Married,2376,1,No,13,3,2,2,4,2,2,2,2
1188,Female,43,Yes,Travel_Rarely,Sales,9,Marketing,1,85,Sales Executive,3,Single,5346,8,No,13,3,7,2,2,4,3,1,3
1190,Female,32,No,Non-Travel,Sales,2,Life Sciences,3,76,Sales Representative,1,Divorced,2827,1,No,12,3,1,3,3,1,0,0,0
1191,Female,56,No,Travel_Rarely,Research & Development,4,Technical Degree,4,92,Manager,1,Divorced,19943,4,No,13,3,28,2,3,5,2,4,2
1192,Female,29,No,Travel_Rarely,Research & Development,6,Medical,2,54,Laboratory Technician,4,Married,3131,1,No,13,3,10,5,3,10,8,0,8
1193,Male,19,No,Travel_Rarely,Research & Development,9,Life Sciences,3,54,Research Scientist,1,Single,2552,1,No,25,4,1,4,3,1,1,0,0
1195,Female,45,No,Travel_Rarely,Research & Development,7,Medical,1,83,Research Scientist,3,Married,4477,4,Yes,19,3,7,2,2,3,2,0,2
1196,Female,37,No,Travel_Rarely,Research & Development,1,Life Sciences,4,56,Manufacturing Director,4,Married,6474,1,No,13,3,14,2,2,14,8,3,11
1198,Male,20,No,Travel_Rarely,Research & Development,3,Life Sciences,1,87,Laboratory Technician,3,Single,3033,1,No,12,3,2,2,2,2,2,1,2
1200,Male,44,Yes,Travel_Rarely,Research & Development,10,Life Sciences,3,96,Research Scientist,3,Single,2936,1,Yes,11,3,6,4,3,6,4,0,2
1201,Female,53,No,Travel_Rarely,Research & Development,7,Medical,4,50,Manager,3,Divorced,18606,3,No,18,3,26,6,3,7,7,4,7
1202,Female,29,No,Travel_Rarely,Research & Development,15,Life Sciences,2,69,Research Scientist,4,Married,2168,0,Yes,18,3,6,2,2,5,4,1,3
1203,Male,22,Yes,Travel_Frequently,Research & Development,3,Life Sciences,3,48,Research Scientist,4,Married,2853,0,Yes,11,3,1,5,3,0,0,0,0
1204,Female,46,No,Travel_Rarely,Sales,2,Marketing,3,69,Manager,1,Married,17048,8,No,23,4,28,2,3,26,15,15,9
1206,Male,44,No,Non-Travel,Research & Development,17,Life Sciences,4,74,Research Scientist,3,Single,2290,2,No,13,3,6,3,3,0,0,0,0
1207,Male,33,No,Travel_Rarely,Human Resources,2,Human Resources,2,99,Human Resources,3,Married,3600,1,No,13,3,5,2,3,5,4,1,4
1210,Male,41,Yes,Non-Travel,Research & Development,5,Life Sciences,1,95,Research Scientist,1,Divorced,2107,6,No,17,3,5,2,1,1,0,0,0
1211,Male,30,No,Travel_Rarely,Sales,29,Life Sciences,3,61,Sales Executive,1,Divorced,4115,8,No,19,3,8,3,3,4,3,0,3
1212,Male,40,No,Travel_Frequently,Sales,2,Medical,2,62,Sales Executive,2,Married,4327,5,No,12,3,5,2,3,0,0,0,0
1215,Female,50,No,Travel_Frequently,Research & Development,2,Medical,4,30,Manager,1,Married,17856,2,No,22,4,32,3,3,2,2,2,2
1216,Male,28,No,Travel_Rarely,Research & Development,19,Medical,4,78,Laboratory Technician,1,Married,3196,1,No,12,3,6,2,3,6,5,3,3
1217,Male,46,No,Travel_Rarely,Research & Development,15,Life Sciences,4,52,Research Director,2,Married,19081,5,No,11,3,25,2,3,4,2,0,3
1218,Male,35,No,Travel_Rarely,Sales,17,Life Sciences,3,94,Sales Executive,1,Married,8966,3,Yes,15,3,15,2,3,7,7,1,7
1219,Female,24,Yes,Travel_Rarely,Research & Development,17,Life Sciences,4,97,Laboratory Technician,2,Married,2210,1,No,13,3,1,3,1,1,0,0,0
1220,Female,33,No,Travel_Frequently,Sales,25,Medical,2,82,Sales Executive,3,Married,4539,1,No,12,3,10,3,2,10,7,0,1
1221,Male,36,No,Travel_Rarely,Research & Development,6,Life Sciences,3,60,Laboratory Technician,3,Divorced,2741,1,No,14,3,7,4,3,7,7,1,7
1224,Male,30,No,Travel_Rarely,Research & Development,7,Life Sciences,3,49,Laboratory Technician,3,Divorced,3491,1,No,13,3,10,4,2,10,7,8,9
1225,Male,44,No,Travel_Rarely,Research & Development,29,Other,4,32,Research Scientist,4,Single,4541,1,No,25,4,20,3,3,20,11,13,17
1226,Male,20,No,Travel_Rarely,Sales,21,Marketing,3,43,Sales Representative,4,Single,2678,1,No,17,3,2,2,3,2,1,2,2
1228,Male,46,No,Travel_Rarely,Research & Development,2,Technical Degree,4,60,Manufacturing Director,4,Divorced,7379,2,No,11,3,12,3,2,6,3,1,4
1231,Male,42,No,Non-Travel,Human Resources,2,Medical,4,79,Human Resources,1,Married,6272,7,No,16,3,10,3,4,4,3,0,3
1233,Male,60,No,Travel_Rarely,Sales,7,Marketing,2,52,Sales Executive,4,Divorced,5220,0,Yes,18,3,12,3,3,11,7,1,9
1234,Female,32,No,Travel_Frequently,Research & Development,13,Other,3,77,Laboratory Technician,2,Married,2743,1,No,20,4,2,2,3,2,2,2,2
1235,Female,32,No,Travel_Frequently,Research & Development,2,Life Sciences,4,38,Research Scientist,3,Single,4998,4,Yes,14,3,10,2,3,8,7,0,7
1237,Female,36,No,Travel_Rarely,Research & Development,1,Technical Degree,3,77,Manufacturing Director,1,Divorced,10252,2,Yes,21,4,17,2,3,7,7,7,7
1238,Male,33,No,Travel_Rarely,Research & Development,9,Medical,1,60,Research Scientist,4,Married,2781,0,No,13,3,15,5,3,14,10,4,10
1239,Female,40,No,Travel_Rarely,Sales,10,Technical Degree,2,84,Sales Executive,2,Divorced,6852,7,No,12,3,7,2,4,5,1,1,3
1240,Male,25,No,Travel_Rarely,Sales,10,Life Sciences,3,57,Sales Executive,4,Single,4950,0,No,14,3,5,4,3,4,3,1,1
1241,Male,30,No,Travel_Rarely,Research & Development,1,Medical,4,63,Research Scientist,2,Married,3579,0,Yes,21,4,12,2,3,11,9,5,7
1242,Female,42,No,Travel_Frequently,Research & Development,26,Medical,1,60,Research Director,1,Married,13191,3,Yes,17,3,20,6,3,1,0,0,0
1243,Female,35,No,Non-Travel,Sales,8,Marketing,3,78,Sales Executive,4,Married,10377,4,Yes,11,3,16,6,2,13,2,4,12
1244,Male,27,No,Travel_Rarely,Research & Development,14,Life Sciences,1,42,Research Scientist,1,Married,2235,1,Yes,14,3,9,3,2,9,7,6,8
1245,Female,54,No,Travel_Frequently,Research & Development,1,Life Sciences,4,53,Manufacturing Director,3,Divorced,10502,7,No,17,3,33,2,1,5,4,1,4
1246,Female,44,No,Travel_Rarely,Research & Development,2,Life Sciences,1,72,Research Scientist,4,Married,2011,1,No,13,3,10,5,3,10,5,7,7
1248,Female,19,Yes,Non-Travel,Research & Development,10,Medical,1,96,Research Scientist,2,Single,1859,1,Yes,25,4,1,2,4,1,1,0,0
1249,Female,29,No,Travel_Rarely,Research & Development,1,Life Sciences,1,97,Research Scientist,4,Divorced,3760,1,No,15,3,3,5,3,3,2,1,2
1250,Male,54,No,Travel_Rarely,Research & Development,3,Life Sciences,4,85,Research Director,4,Married,17779,3,No,14,3,36,2,3,10,9,0,9
1251,Male,31,No,Travel_Rarely,Research & Development,11,Medical,3,80,Healthcare Representative,1,Married,6833,1,Yes,12,3,6,2,2,6,5,0,1
1252,Female,31,No,Travel_Rarely,Research & Development,24,Medical,3,96,Healthcare Representative,1,Single,6812,1,No,19,3,10,2,3,10,9,1,8
1254,Female,59,No,Travel_Rarely,Sales,3,Life Sciences,3,48,Sales Executive,4,Single,5171,5,No,17,3,13,2,3,6,1,0,5
1255,Male,43,No,Travel_Rarely,Research & Development,3,Life Sciences,3,96,Research Director,4,Married,19740,3,No,14,3,25,2,3,8,7,0,7
1256,Male,49,No,Travel_Rarely,Research & Development,4,Medical,1,85,Manager,3,Married,18711,2,No,13,3,23,2,4,1,0,0,0
1257,Male,36,No,Travel_Frequently,Research & Development,3,Technical Degree,3,46,Research Scientist,2,Married,3692,1,No,12,3,12,2,2,11,10,0,7
1258,Male,48,No,Travel_Rarely,Research & Development,2,Technical Degree,4,76,Laboratory Technician,2,Single,2559,5,No,11,3,7,4,2,1,0,0,0
1259,Male,27,No,Travel_Rarely,Research & Development,4,Life Sciences,1,76,Research Scientist,3,Divorced,2517,1,No,11,3,5,2,3,5,3,0,3
1260,Male,29,No,Travel_Rarely,Research & Development,7,Life Sciences,3,82,Healthcare Representative,4,Divorced,6623,1,Yes,11,3,6,2,3,6,0,1,0
1263,Male,48,No,Travel_Rarely,Research & Development,1,Life Sciences,4,76,Research Director,4,Single,18265,6,No,12,3,25,3,4,1,0,0,0
1264,Female,29,No,Travel_Rarely,Research & Development,1,Life Sciences,4,87,Research Director,4,Divorced,16124,3,No,14,3,9,2,2,7,7,1,7
1265,Female,34,No,Travel_Rarely,Research & Development,20,Technical Degree,3,89,Research Scientist,3,Married,2585,0,No,17,3,2,5,2,1,0,0,0
1267,Male,44,No,Travel_Rarely,Sales,5,Marketing,2,88,Manager,2,Married,18213,7,No,11,3,26,5,3,22,9,3,10
1268,Male,33,No,Travel_Rarely,Sales,10,Marketing,4,82,Sales Executive,3,Divorced,8380,0,Yes,14,3,10,3,3,9,8,0,8
1269,Female,19,No,Travel_Rarely,Research & Development,25,Life Sciences,2,57,Research Scientist,4,Single,2994,1,Yes,12,3,1,2,3,1,0,0,1
1270,Male,23,No,Travel_Rarely,Research & Development,1,Life Sciences,4,47,Research Scientist,3,Married,1223,1,No,22,4,1,2,3,1,0,0,1
1273,Male,25,Yes,Travel_Frequently,Sales,24,Life Sciences,3,73,Sales Representative,4,Single,1118,1,Yes,14,3,1,4,3,1,0,1,0
1275,Male,26,No,Travel_Rarely,Research & Development,4,Life Sciences,3,53,Research Scientist,4,Single,2875,1,Yes,20,4,8,2,2,8,5,2,2
1277,Female,45,Yes,Travel_Rarely,Sales,2,Marketing,1,94,Manager,2,Single,18824,2,Yes,16,3,26,2,3,24,10,1,11
1278,Male,55,No,Non-Travel,Research & Development,8,Medical,4,37,Healthcare Representative,2,Divorced,13577,1,Yes,15,3,34,3,3,33,9,15,0
1279,Female,21,Yes,Travel_Frequently,Research & Development,10,Life Sciences,1,45,Laboratory Technician,3,Single,2625,1,No,20,4,2,2,1,2,2,2,2
1280,Female,46,No,Travel_Rarely,Sales,4,Marketing,4,33,Manager,2,Married,18789,2,No,14,3,26,2,3,11,4,0,8
1281,Female,34,No,Travel_Rarely,Sales,2,Marketing,3,86,Sales Executive,1,Single,4538,0,Yes,12,3,4,3,3,3,2,0,2
1282,Male,51,No,Travel_Frequently,Sales,9,Life Sciences,4,83,Manager,2,Divorced,19847,4,Yes,24,4,31,5,2,29,10,11,10
1283,Male,59,No,Travel_Rarely,Research & Development,18,Medical,4,67,Manufacturing Director,4,Single,10512,6,No,12,3,25,6,2,9,7,5,4
1285,Female,34,No,Travel_Frequently,Research & Development,19,Medical,3,46,Laboratory Technician,2,Divorced,4444,4,No,13,3,15,2,4,11,8,5,10
1286,Male,28,No,Travel_Frequently,Research & Development,1,Medical,4,44,Laboratory Technician,3,Single,2154,0,Yes,11,3,5,2,2,4,2,0,2
1288,Male,44,No,Travel_Rarely,Research & Development,4,Life Sciences,3,92,Manager,1,Divorced,19190,1,No,14,3,26,4,2,25,9,14,13
